country,country_code,year,gini,Region,income_group
Montenegro,MNE,2019.0,35.7,Europe & Central Asia,Upper middle income
Mozambique,MOZ,2019.0,50.7,Sub-Saharan Africa,Low income
Mauritania,MRT,2019.0,32.0,Sub-Saharan Africa,Lower middle income
Malawi,MWI,2019.0,38.5,Sub-Saharan Africa,Low income
Netherlands,NLD,2019.0,29.2,Europe & Central Asia,High income
Norway,NOR,2019.0,27.7,Europe & Central Asia,High income
Panama,PAN,2019.0,49.8,Latin America & Caribbean,High income
Peru,PER,2019.0,41.5,Latin America & Caribbean,Upper middle income
Poland,POL,2019.0,28.8,Europe & Central Asia,High income
Portugal,PRT,2019.0,32.8,Europe & Central Asia,High income
Paraguay,PRY,2019.0,45.7,Latin America & Caribbean,Upper middle income
Romania,ROU,2019.0,34.8,Europe & Central Asia,High income
Russian Federation,RUS,2019.0,35.7,Europe & Central Asia,High income
El Salvador,SLV,2019.0,38.8,Latin America & Caribbean,Upper middle income
Serbia,SRB,2019.0,34.5,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2019.0,23.2,Europe & Central Asia,High income
Slovenia,SVN,2019.0,24.4,Europe & Central Asia,High income
Sweden,SWE,2019.0,29.3,Europe & Central Asia,High income
Thailand,THA,2019.0,34.9,East Asia & Pacific,Upper middle income
Turkiye,TUR,2019.0,43.8,Europe & Central Asia,Upper middle income
Uganda,UGA,2019.0,42.7,Sub-Saharan Africa,Low income
Ukraine,UKR,2019.0,26.6,Europe & Central Asia,Upper middle income
Uruguay,URY,2019.0,39.7,Latin America & Caribbean,High income
United States,USA,2019.0,41.9,North America,High income
Vanuatu,VUT,2019.0,32.3,East Asia & Pacific,Lower middle income
Kosovo,XKX,2019.0,40.2,Europe & Central Asia,Upper middle income
Zimbabwe,ZWE,2019.0,50.3,Sub-Saharan Africa,Lower middle income
Albania,ALB,2020.0,29.4,Europe & Central Asia,Upper middle income
Argentina,ARG,2020.0,42.7,Latin America & Caribbean,Upper middle income
Armenia,ARM,2020.0,25.1,Europe & Central Asia,Upper middle income
Australia,AUS,2020.0,33.8,East Asia & Pacific,High income
Austria,AUT,2020.0,29.8,Europe & Central Asia,High income
Burundi,BDI,2020.0,37.5,Sub-Saharan Africa,Low income
Belgium,BEL,2020.0,26.0,Europe & Central Asia,High income
Bulgaria,BGR,2020.0,40.5,Europe & Central Asia,High income
Belarus,BLR,2020.0,24.4,Europe & Central Asia,Upper middle income
Bolivia,BOL,2020.0,43.6,Latin America & Caribbean,Lower middle income
Brazil,BRA,2020.0,48.9,Latin America & Caribbean,Upper middle income
Canada,CAN,2020.0,29.9,North America,High income
Switzerland,CHE,2020.0,33.7,Europe & Central Asia,High income
Chile,CHL,2020.0,47.0,Latin America & Caribbean,High income
China,CHN,2020.0,37.1,East Asia & Pacific,Upper middle income
"Congo, Dem. Rep.",COD,2020.0,44.7,Sub-Saharan Africa,Low income
Colombia,COL,2020.0,53.5,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2020.0,49.2,Latin America & Caribbean,High income
Cyprus,CYP,2020.0,31.7,Europe & Central Asia,High income
Czechia,CZE,2020.0,26.2,Europe & Central Asia,High income
Germany,DEU,2020.0,32.4,Europe & Central Asia,High income
Denmark,DNK,2020.0,27.5,Europe & Central Asia,High income
Dominican Republic,DOM,2020.0,39.6,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2020.0,47.3,Latin America & Caribbean,Upper middle income
Spain,ESP,2020.0,34.9,Europe & Central Asia,High income
Estonia,EST,2020.0,30.7,Europe & Central Asia,High income
Finland,FIN,2020.0,27.1,Europe & Central Asia,High income
France,FRA,2020.0,30.7,Europe & Central Asia,High income
United Kingdom,GBR,2020.0,32.6,Europe & Central Asia,High income
Georgia,GEO,2020.0,34.5,Europe & Central Asia,Upper middle income
"Gambia, The",GMB,2020.0,38.8,Sub-Saharan Africa,Low income
Greece,GRC,2020.0,33.6,Europe & Central Asia,High income
Croatia,HRV,2020.0,29.5,Europe & Central Asia,High income
Indonesia,IDN,2020.0,35.3,East Asia & Pacific,Upper middle income
Ireland,IRL,2020.0,29.2,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2020.0,35.8,Middle East & North Africa,Upper middle income
Israel,ISR,2020.0,37.8,Middle East & North Africa,High income
Italy,ITA,2020.0,35.2,Europe & Central Asia,High income
Japan,JPN,2020.0,32.3,East Asia & Pacific,High income
Kazakhstan,KAZ,2020.0,28.7,Europe & Central Asia,Upper middle income
Kenya,KEN,2020.0,36.2,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2020.0,29.0,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2020.0,32.7,East Asia & Pacific,High income
Lithuania,LTU,2020.0,36.0,Europe & Central Asia,High income
Luxembourg,LUX,2020.0,33.4,Europe & Central Asia,High income
Latvia,LVA,2020.0,35.7,Europe & Central Asia,High income
Moldova,MDA,2020.0,25.0,Europe & Central Asia,Upper middle income
Mexico,MEX,2020.0,44.6,Latin America & Caribbean,Upper middle income
Malta,MLT,2020.0,31.4,Middle East & North Africa,High income
Montenegro,MNE,2020.0,35.4,Europe & Central Asia,Upper middle income
Netherlands,NLD,2020.0,26.0,Europe & Central Asia,High income
Norway,NOR,2020.0,28.4,Europe & Central Asia,High income
Peru,PER,2020.0,43.7,Latin America & Caribbean,Upper middle income
Poland,POL,2020.0,28.5,Europe & Central Asia,High income
Portugal,PRT,2020.0,34.7,Europe & Central Asia,High income
Paraguay,PRY,2020.0,43.5,Latin America & Caribbean,Upper middle income
Romania,ROU,2020.0,34.6,Europe & Central Asia,High income
Russian Federation,RUS,2020.0,33.7,Europe & Central Asia,High income
Serbia,SRB,2020.0,35.0,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2020.0,24.2,Europe & Central Asia,High income
Slovenia,SVN,2020.0,24.0,Europe & Central Asia,High income
Sweden,SWE,2020.0,28.9,Europe & Central Asia,High income
Thailand,THA,2020.0,35.0,East Asia & Pacific,Upper middle income
Turkiye,TUR,2020.0,43.0,Europe & Central Asia,Upper middle income
Ukraine,UKR,2020.0,25.6,Europe & Central Asia,Upper middle income
Uruguay,URY,2020.0,40.2,Latin America & Caribbean,High income
United States,USA,2020.0,40.0,North America,High income
Viet Nam,VNM,2020.0,36.8,East Asia & Pacific,Lower middle income
Kosovo,XKX,2020.0,57.4,Europe & Central Asia,Upper middle income
Argentina,ARG,2021.0,42.4,Latin America & Caribbean,Upper middle income
Armenia,ARM,2021.0,27.9,Europe & Central Asia,Upper middle income
Austria,AUT,2021.0,30.7,Europe & Central Asia,High income
Belgium,BEL,2021.0,26.6,Europe & Central Asia,High income
Benin,BEN,2021.0,34.4,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2021.0,37.4,Sub-Saharan Africa,Low income
Bulgaria,BGR,2021.0,39.0,Europe & Central Asia,High income
Bolivia,BOL,2021.0,40.9,Latin America & Caribbean,Lower middle income
Brazil,BRA,2021.0,52.9,Latin America & Caribbean,Upper middle income
Central African Republic,CAF,2021.0,43.0,Sub-Saharan Africa,Low income
Canada,CAN,2021.0,31.1,North America,High income
Switzerland,CHE,2021.0,33.8,Europe & Central Asia,High income
China,CHN,2021.0,35.7,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2021.0,35.3,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2021.0,42.2,Sub-Saharan Africa,Lower middle income
Colombia,COL,2021.0,55.1,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2021.0,48.7,Latin America & Caribbean,High income
Cyprus,CYP,2021.0,31.3,Europe & Central Asia,High income
Czechia,CZE,2021.0,26.2,Europe & Central Asia,High income
Denmark,DNK,2021.0,28.3,Europe & Central Asia,High income
Dominican Republic,DOM,2021.0,38.5,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2021.0,45.8,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2021.0,28.5,Middle East & North Africa,Lower middle income
Spain,ESP,2021.0,33.9,Europe & Central Asia,High income
Estonia,EST,2021.0,31.8,Europe & Central Asia,High income
Ethiopia,ETH,2021.0,31.1,Sub-Saharan Africa,
Finland,FIN,2021.0,27.7,Europe & Central Asia,High income
France,FRA,2021.0,31.5,Europe & Central Asia,High income
United Kingdom,GBR,2021.0,32.4,Europe & Central Asia,High income
Georgia,GEO,2021.0,34.2,Europe & Central Asia,Upper middle income
Guinea-Bissau,GNB,2021.0,33.4,Sub-Saharan Africa,Low income
Greece,GRC,2021.0,32.9,Europe & Central Asia,High income
Croatia,HRV,2021.0,28.9,Europe & Central Asia,High income
Indonesia,IDN,2021.0,35.5,East Asia & Pacific,Upper middle income
Ireland,IRL,2021.0,29.4,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2021.0,35.5,Middle East & North Africa,Upper middle income
Israel,ISR,2021.0,37.9,Middle East & North Africa,High income
Italy,ITA,2021.0,34.8,Europe & Central Asia,High income
Jamaica,JAM,2021.0,39.9,Latin America & Caribbean,Upper middle income
Kazakhstan,KAZ,2021.0,29.2,Europe & Central Asia,Upper middle income
Kenya,KEN,2021.0,38.7,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2021.0,28.8,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2021.0,32.9,East Asia & Pacific,High income
Lithuania,LTU,2021.0,36.7,Europe & Central Asia,High income
Luxembourg,LUX,2021.0,32.7,Europe & Central Asia,High income
Latvia,LVA,2021.0,34.3,Europe & Central Asia,High income
Moldova,MDA,2021.0,25.7,Europe & Central Asia,Upper middle income
Madagascar,MDG,2021.0,36.8,Sub-Saharan Africa,Low income
Mali,MLI,2021.0,35.7,Sub-Saharan Africa,Low income
Malta,MLT,2021.0,31.6,Middle East & North Africa,High income
Montenegro,MNE,2021.0,34.3,Europe & Central Asia,Upper middle income
Malaysia,MYS,2021.0,40.7,East Asia & Pacific,Upper middle income
Niger,NER,2021.0,32.9,Sub-Saharan Africa,Low income
Netherlands,NLD,2021.0,25.7,Europe & Central Asia,High income
Norway,NOR,2021.0,29.1,Europe & Central Asia,High income
Panama,PAN,2021.0,50.9,Latin America & Caribbean,High income
Peru,PER,2021.0,40.1,Latin America & Caribbean,Upper middle income
Philippines,PHL,2021.0,40.7,East Asia & Pacific,Lower middle income
Poland,POL,2021.0,28.5,Europe & Central Asia,High income
Portugal,PRT,2021.0,34.6,Europe & Central Asia,High income
Paraguay,PRY,2021.0,42.9,Latin America & Caribbean,Upper middle income
Romania,ROU,2021.0,33.9,Europe & Central Asia,High income
Russian Federation,RUS,2021.0,35.1,Europe & Central Asia,High income
Senegal,SEN,2021.0,36.2,Sub-Saharan Africa,Lower middle income
El Salvador,SLV,2021.0,39.0,Latin America & Caribbean,Upper middle income
Serbia,SRB,2021.0,33.1,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2021.0,24.1,Europe & Central Asia,High income
Slovenia,SVN,2021.0,24.3,Europe & Central Asia,High income
Sweden,SWE,2021.0,29.8,Europe & Central Asia,High income
Togo,TGO,2021.0,37.9,Sub-Saharan Africa,Low income
Thailand,THA,2021.0,34.9,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2021.0,32.4,Europe & Central Asia,Lower middle income
Tonga,TON,2021.0,27.1,East Asia & Pacific,Upper middle income
Tunisia,TUN,2021.0,33.7,Middle East & North Africa,Lower middle income
Turkiye,TUR,2021.0,44.4,Europe & Central Asia,Upper middle income
Uruguay,URY,2021.0,40.8,Latin America & Caribbean,High income
United States,USA,2021.0,39.7,North America,High income
Uzbekistan,UZB,2021.0,32.9,Europe & Central Asia,Lower middle income
Kosovo,XKX,2021.0,49.4,Europe & Central Asia,Upper middle income
Argentina,ARG,2022.0,40.7,Latin America & Caribbean,Upper middle income
Armenia,ARM,2022.0,27.9,Europe & Central Asia,Upper middle income
Austria,AUT,2022.0,30.9,Europe & Central Asia,High income
Belgium,BEL,2022.0,26.4,Europe & Central Asia,High income
Bangladesh,BGD,2022.0,30.9,South Asia,Lower middle income
Bulgaria,BGR,2022.0,38.2,Europe & Central Asia,High income
Bolivia,BOL,2022.0,41.2,Latin America & Caribbean,Lower middle income
Brazil,BRA,2022.0,52.0,Latin America & Caribbean,Upper middle income
Bhutan,BTN,2022.0,28.5,South Asia,Lower middle income
Switzerland,CHE,2022.0,33.8,Europe & Central Asia,High income
Chile,CHL,2022.0,43.0,Latin America & Caribbean,High income
China,CHN,2022.0,36.0,East Asia & Pacific,Upper middle income
Colombia,COL,2022.0,54.8,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2022.0,47.2,Latin America & Caribbean,High income
Cyprus,CYP,2022.0,31.5,Europe & Central Asia,High income
Czechia,CZE,2022.0,25.9,Europe & Central Asia,High income
Denmark,DNK,2022.0,29.3,Europe & Central Asia,High income
Dominican Republic,DOM,2022.0,37.0,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2022.0,45.5,Latin America & Caribbean,Upper middle income
Spain,ESP,2022.0,33.6,Europe & Central Asia,High income
Estonia,EST,2022.0,32.3,Europe & Central Asia,High income
Finland,FIN,2022.0,27.9,Europe & Central Asia,High income
France,FRA,2022.0,31.2,Europe & Central Asia,High income
Georgia,GEO,2022.0,33.5,Europe & Central Asia,Upper middle income
Equatorial Guinea,GNQ,2022.0,38.5,Sub-Saharan Africa,Upper middle income
Greece,GRC,2022.0,33.4,Europe & Central Asia,High income
Croatia,HRV,2022.0,30.0,Europe & Central Asia,High income
Indonesia,IDN,2022.0,35.5,East Asia & Pacific,Upper middle income
India,IND,2022.0,25.5,South Asia,Lower middle income
Ireland,IRL,2022.0,29.9,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2022.0,34.8,Middle East & North Africa,Upper middle income
Italy,ITA,2022.0,33.7,Europe & Central Asia,High income
Kenya,KEN,2022.0,37.7,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2022.0,26.4,Europe & Central Asia,Lower middle income
Lebanon,LBN,2022.0,35.3,Middle East & North Africa,Lower middle income
Lithuania,LTU,2022.0,36.6,Europe & Central Asia,High income
Luxembourg,LUX,2022.0,34.1,Europe & Central Asia,High income
Latvia,LVA,2022.0,33.7,Europe & Central Asia,High income
Moldova,MDA,2022.0,25.9,Europe & Central Asia,Upper middle income
Mexico,MEX,2022.0,43.5,Latin America & Caribbean,Upper middle income
Malta,MLT,2022.0,34.6,Middle East & North Africa,High income
Mongolia,MNG,2022.0,31.4,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2022.0,49.6,Sub-Saharan Africa,Low income
Nigeria,NGA,2022.0,33.9,Sub-Saharan Africa,Lower middle income
Norway,NOR,2022.0,26.9,Europe & Central Asia,High income
Nepal,NPL,2022.0,30.0,South Asia,Lower middle income
Peru,PER,2022.0,40.3,Latin America & Caribbean,Upper middle income
Poland,POL,2022.0,28.9,Europe & Central Asia,High income
Portugal,PRT,2022.0,36.3,Europe & Central Asia,High income
Paraguay,PRY,2022.0,44.6,Latin America & Caribbean,Upper middle income
Romania,ROU,2022.0,32.3,Europe & Central Asia,High income
Russian Federation,RUS,2022.0,33.9,Europe & Central Asia,High income
El Salvador,SLV,2022.0,38.8,Latin America & Caribbean,Upper middle income
Serbia,SRB,2022.0,32.8,Europe & Central Asia,Upper middle income
Suriname,SUR,2022.0,39.2,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2022.0,24.1,Europe & Central Asia,High income
Slovenia,SVN,2022.0,24.3,Europe & Central Asia,High income
Sweden,SWE,2022.0,31.6,Europe & Central Asia,High income
Syrian Arab Republic,SYR,2022.0,26.6,Middle East & North Africa,Low income
Chad,TCD,2022.0,37.4,Sub-Saharan Africa,Low income
Thailand,THA,2022.0,34.3,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2022.0,39.5,Europe & Central Asia,Lower middle income
Turkiye,TUR,2022.0,44.5,Europe & Central Asia,Upper middle income
Uruguay,URY,2022.0,40.6,Latin America & Caribbean,High income
United States,USA,2022.0,41.7,North America,High income
Uzbekistan,UZB,2022.0,31.2,Europe & Central Asia,Lower middle income
Viet Nam,VNM,2022.0,36.1,East Asia & Pacific,Lower middle income
Kosovo,XKX,2022.0,38.3,Europe & Central Asia,Upper middle income
Zambia,ZMB,2022.0,51.5,Sub-Saharan Africa,Lower middle income
Argentina,ARG,2023.0,42.4,Latin America & Caribbean,Upper middle income
Armenia,ARM,2023.0,27.2,Europe & Central Asia,Upper middle income
Austria,AUT,2023.0,31.2,Europe & Central Asia,High income
Belgium,BEL,2023.0,26.8,Europe & Central Asia,High income
Bulgaria,BGR,2023.0,39.5,Europe & Central Asia,High income
Bolivia,BOL,2023.0,42.1,Latin America & Caribbean,Lower middle income
Brazil,BRA,2023.0,51.6,Latin America & Caribbean,Upper middle income
Colombia,COL,2023.0,53.9,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2023.0,46.7,Latin America & Caribbean,High income
Cyprus,CYP,2023.0,31.8,Europe & Central Asia,High income
Czechia,CZE,2023.0,25.7,Europe & Central Asia,High income
Denmark,DNK,2023.0,29.9,Europe & Central Asia,High income
Dominican Republic,DOM,2023.0,38.4,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2023.0,44.6,Latin America & Caribbean,Upper middle income
Spain,ESP,2023.0,33.4,Europe & Central Asia,High income
Estonia,EST,2023.0,30.7,Europe & Central Asia,High income
Finland,FIN,2023.0,27.4,Europe & Central Asia,High income
France,FRA,2023.0,31.8,Europe & Central Asia,High income
Georgia,GEO,2023.0,34.8,Europe & Central Asia,Upper middle income
Greece,GRC,2023.0,33.4,Europe & Central Asia,High income
Guatemala,GTM,2023.0,45.2,Latin America & Caribbean,Upper middle income
Honduras,HND,2023.0,46.8,Latin America & Caribbean,Lower middle income
Croatia,HRV,2023.0,30.1,Europe & Central Asia,High income
Indonesia,IDN,2023.0,36.1,East Asia & Pacific,Upper middle income
Ireland,IRL,2023.0,29.0,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2023.0,35.9,Middle East & North Africa,Upper middle income
Iraq,IRQ,2023.0,29.8,Middle East & North Africa,Upper middle income
Italy,ITA,2023.0,34.3,Europe & Central Asia,High income
Kyrgyz Republic,KGZ,2023.0,27.2,Europe & Central Asia,Lower middle income
Lithuania,LTU,2023.0,36.0,Europe & Central Asia,High income
Luxembourg,LUX,2023.0,33.6,Europe & Central Asia,High income
Latvia,LVA,2023.0,34.0,Europe & Central Asia,High income
Moldova,MDA,2023.0,26.8,Europe & Central Asia,Upper middle income
Norway,NOR,2023.0,26.5,Europe & Central Asia,High income
Panama,PAN,2023.0,48.9,Latin America & Caribbean,High income
Peru,PER,2023.0,40.7,Latin America & Caribbean,Upper middle income
Philippines,PHL,2023.0,39.3,East Asia & Pacific,Lower middle income
Poland,POL,2023.0,28.5,Europe & Central Asia,High income
Portugal,PRT,2023.0,33.9,Europe & Central Asia,High income
Paraguay,PRY,2023.0,44.2,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2023.0,36.4,Middle East & North Africa,Lower middle income
Romania,ROU,2023.0,29.8,Europe & Central Asia,High income
Russian Federation,RUS,2023.0,33.0,Europe & Central Asia,High income
Rwanda,RWA,2023.0,39.4,Sub-Saharan Africa,Low income
El Salvador,SLV,2023.0,39.8,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2023.0,23.8,Europe & Central Asia,High income
Slovenia,SVN,2023.0,24.7,Europe & Central Asia,High income
Sweden,SWE,2023.0,29.3,Europe & Central Asia,High income
Thailand,THA,2023.0,33.5,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2023.0,38.0,Europe & Central Asia,Lower middle income
Uruguay,URY,2023.0,40.9,Latin America & Caribbean,High income
United States,USA,2023.0,41.8,North America,High income
Uzbekistan,UZB,2023.0,34.5,Europe & Central Asia,Lower middle income
Argentina,ARG,2024.0,42.4,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2024.0,45.8,Latin America & Caribbean,High income
Dominican Republic,DOM,2024.0,39.0,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2024.0,45.2,Latin America & Caribbean,Upper middle income
Georgia,GEO,2024.0,33.9,Europe & Central Asia,Upper middle income
Honduras,HND,2024.0,45.7,Latin America & Caribbean,Lower middle income
Indonesia,IDN,2024.0,34.9,East Asia & Pacific,Upper middle income
Panama,PAN,2024.0,49.7,Latin America & Caribbean,High income
Peru,PER,2024.0,40.1,Latin America & Caribbean,Upper middle income
Paraguay,PRY,2024.0,44.2,Latin America & Caribbean,Upper middle income
Tajikistan,TJK,2024.0,36.1,Europe & Central Asia,Lower middle income
Uruguay,URY,2024.0,40.0,Latin America & Caribbean,High income
Uzbekistan,UZB,2024.0,34.6,Europe & Central Asia,Lower middle income
